Name,DB,Name_clean
Sean Monahan,hr,seanmonahan
Sean Monahan,nst,seanmonahan
Sean Walker,yh,seanwalker
Sean Walker,hr,seanwalker
Sean Walker,nst,seanwalker
Sebastian Antero Aho,yh,sebastiananteroaho
Sebastian Antero Aho,nst,sebastiananteroaho
Sebastian Antero Aho,hr,sebastiananteroaho
Sebastian Cossa,nst,sebastiancossa
Sebastian Cossa,hr,sebastiancossa
Semyon Varlamov,hr,semyonvarlamov
Semyon Varlamov,nst,semyonvarlamov
Semyon Varlamov,yh,semyonvarlamov
Sergei Bobrovsky,hr,sergeibobrovsky
Sergei Bobrovsky,yh,sergeibobrovsky
Sergei Bobrovsky,nst,sergeibobrovsky
Seth Jarvis,nst,sethjarvis
Seth Jarvis,hr,sethjarvis
Seth Jarvis,yh,sethjarvis
Seth Jones,nst,sethjones
Seth Jones,hr,sethjones
Seth Jones,yh,sethjones
Shakir Mukhamadullin,nst,shakirmukhamadullin
Shakir Mukhamadullin,hr,shakirmukhamadullin
Shane Bowers,nst,shanebowers
Shane Bowers,hr,shanebowers
Shane Pinto,nst,shanepinto
Shane Pinto,yh,shanepinto
Shane Pinto,hr,shanepinto
Shane Wright,nst,shanewright
Shane Wright,yh,shanewright
Shane Wright,hr,shanewright
Shayne Gostisbehere,yh,shaynegostisbehere
Shayne Gostisbehere,hr,shaynegostisbehere
Shayne Gostisbehere,nst,shaynegostisbehere
Shea Theodore,nst,sheatheodore
Shea Theodore,yh,sheatheodore
Shea Theodore,hr,sheatheodore
Sidney Crosby,hr,sidneycrosby
Sidney Crosby,yh,sidneycrosby
Sidney Crosby,nst,sidneycrosby
Simon Benoit,hr,simonbenoit
Simon Benoit,yh,simonbenoit
Simon Benoit,nst,simonbenoit
Simon Edvinsson,nst,simonedvinsson
Simon Edvinsson,hr,simonedvinsson
Simon Edvinsson,yh,simonedvinsson
Simon Holmstrom,nst,simonholmstrom
Simon Holmström,hr,simonholmstrom
Simon Holmstrom,yh,simonholmstrom
Simon Nemec,hr,simonnemec
Simon Nemec,nst,simonnemec
Sonny Milano,hr,sonnymilano
Sonny Milano,nst,sonnymilano
Spencer Knight,yh,spencerknight
Spencer Knight,hr,spencerknight
Spencer Knight,nst,spencerknight
Spencer Martin,yh,spencermartin
Spencer Martin,hr,spencermartin
Spencer Martin,nst,spencermartin
Spencer Stastney,hr,spencerstastney
Spencer Stastney,nst,spencerstastney
Stefan Noesen,nst,stefannoesen
Stefan Noesen,hr,stefannoesen
Stefan Noesen,yh,stefannoesen
Steven Lorentz,yh,stevenlorentz
Steven Lorentz,nst,stevenlorentz
Steven Lorentz,hr,stevenlorentz
Steven Santini,hr,stevensantini
Steven Santini,nst,stevensantini
Steven Stamkos,hr,stevenstamkos
Steven Stamkos,yh,stevenstamkos
Steven Stamkos,nst,stevenstamkos
Stuart Skinner,yh,stuartskinner
Stuart Skinner,nst,stuartskinner
Stuart Skinner,hr,stuartskinner
Tage Thompson,nst,tagethompson
Tage Thompson,hr,tagethompson
Tage Thompson,yh,tagethompson
Tanner Jeannot,yh,tannerjeannot
Tanner Jeannot,nst,tannerjeannot
Tanner Jeannot,hr,tannerjeannot
Tanner Laczynski,hr,tannerlaczynski
Tanner Laczynski,nst,tannerlaczynski
Tanner Pearson,nst,tannerpearson
Tanner Pearson,hr,tannerpearson
Tanner Pearson,yh,tannerpearson
Taylor Hall,yh,taylorhall
Taylor Hall,nst,taylorhall
Taylor Hall,hr,taylorhall
Taylor Raddysh,hr,taylorraddysh
Taylor Raddysh,nst,taylorraddysh
Teddy Blueger,hr,teddyblueger
Teddy Blueger,nst,teddyblueger
Teuvo Teravainen,yh,teuvoteravainen
Teuvo Teravainen,nst,teuvoteravainen
Teuvo Teräväinen,hr,teuvoteravainen
Thatcher Demko,nst,thatcherdemko
Thatcher Demko,hr,thatcherdemko
Thatcher Demko,yh,thatcherdemko
Thomas Chabot,nst,thomaschabot
Thomas Chabot,hr,thomaschabot
Thomas Chabot,yh,thomaschabot
Thomas Harley,hr,thomasharley
Thomas Harley,nst,thomasharley
Thomas Harley,yh,thomasharley
Thomas Novak,hr,thomasnovak
Thomas Novak,nst,thomasnovak
Thomas Novak,yh,thomasnovak
Timo Meier,nst,timomeier
Timo Meier,yh,timomeier
Timo Meier,hr,timomeier
Timothy Liljegren,hr,timothyliljegren
Timothy Liljegren,yh,timothyliljegren
Timothy Liljegren,nst,timothyliljegren
Tim Stützle,hr,timstutzle
Tim Stutzle,yh,timstutzle
Tim Stützle,nst,timstutzle
T.J. Brodie,hr,tjbrodie
TJ Brodie,nst,tjbrodie
T.J. Tynan,hr,tjtynan
T.J. Tynan,nst,tjtynan
Tobias Bjornfot,nst,tobiasbjornfot
Tobias Björnfot,hr,tobiasbjornfot
Tomáš Hertl,hr,tomashertl
Tomas Hertl,nst,tomashertl
Tomas Hertl,yh,tomashertl
Tomáš Nosek,hr,tomasnosek
Tomas Nosek,nst,tomasnosek
Tomas Tatar,yh,tomastatar
Tomas Tatar,nst,tomastatar
Tomáš Tatar,hr,tomastatar
Tom Wilson,nst,tomwilson
Tom Wilson,yh,tomwilson
Tom Wilson,hr,tomwilson
Tony DeAngelo,nst,tonydeangelo
Tony DeAngelo,hr,tonydeangelo
Tony DeAngelo,yh,tonydeangelo
Torey Krug,yh,toreykrug
Travis Boyd,hr,travisboyd
Travis Boyd,nst,travisboyd
Travis Dermott,nst,travisdermott
Travis Dermott,hr,travisdermott
Travis Hamonic,nst,travishamonic
Travis Hamonic,yh,travishamonic
Travis Hamonic,hr,travishamonic
Travis Konecny,hr,traviskonecny
Travis Konecny,nst,traviskonecny
Travis Konecny,yh,traviskonecny
Travis Sanheim,hr,travissanheim
Travis Sanheim,nst,travissanheim
Travis Sanheim,yh,travissanheim
Trent Frederic,nst,trentfrederic
Trent Frederic,yh,trentfrederic
Trent Frederic,hr,trentfrederic
Trent Miner,nst,trentminer
Trent Miner,yh,trentminer
Trent Miner,hr,trentminer
Trevor Lewis,nst,trevorlewis
Trevor Lewis,hr,trevorlewis
Trevor Moore,yh,trevormoore
Trevor Moore,nst,trevormoore
Trevor Moore,hr,trevormoore
Trevor van Riemsdyk,nst,trevorvanriemsdyk
Trevor van Riemsdyk,yh,trevorvanriemsdyk
Trevor van Riemsdyk,hr,trevorvanriemsdyk
Trevor Zegras,yh,trevorzegras
Trevor Zegras,nst,trevorzegras
Trevor Zegras,hr,trevorzegras
Tristan Jarry,hr,tristanjarry
Tristan Jarry,yh,tristanjarry
Tristan Jarry,nst,tristanjarry
Tristan Luneau,nst,tristanluneau
Tristan Luneau,hr,tristanluneau
Troy Stecher,hr,troystecher
Troy Stecher,nst,troystecher
Troy Terry,nst,troyterry
Troy Terry,hr,troyterry
Troy Terry,yh,troyterry
Ty Dellandrea,hr,tydellandrea
Ty Dellandrea,nst,tydellandrea
Tye Felhaber,hr,tyefelhaber
Tye Felhaber,nst,tyefelhaber
Tye Kartye,nst,tyekartye
Tye Kartye,yh,tyekartye
Tye Kartye,hr,tyekartye
Ty Emberson,hr,tyemberson
Ty Emberson,yh,tyemberson
Ty Emberson,nst,tyemberson
Tyler Bertuzzi,nst,tylerbertuzzi
Tyler Bertuzzi,hr,tylerbertuzzi
Tyler Bertuzzi,yh,tylerbertuzzi
Tyler Johnson,nst,tylerjohnson
Tyler Johnson,hr,tylerjohnson
Tyler Kleven,hr,tylerkleven
Tyler Kleven,nst,tylerkleven
Tyler Kleven,yh,tylerkleven
Tyler Motte,nst,tylermotte
Tyler Motte,hr,tylermotte
Tyler Myers,yh,tylermyers
Tyler Myers,hr,tylermyers
Tyler Myers,nst,tylermyers
Tyler Seguin,yh,tylerseguin
Tyler Seguin,nst,tylerseguin
Tyler Seguin,hr,tylerseguin
Tyler Toffoli,nst,tylertoffoli
Tyler Toffoli,yh,tylertoffoli
Tyler Toffoli,hr,tylertoffoli
Tyler Tucker,nst,tylertucker
Tyler Tucker,hr,tylertucker
Ty Smith,yh,tysmith
Ty Smith,nst,tysmith
Ty Smith,hr,tysmith
Tyson Barrie,hr,tysonbarrie
Tyson Barrie,nst,tysonbarrie
Tyson Foerster,hr,tysonfoerster
Tyson Foerster,yh,tysonfoerster
Tyson Foerster,nst,tysonfoerster
Tyson Jost,nst,tysonjost
Tyson Jost,hr,tysonjost
Tyson Kozak,hr,tysonkozak
Tyson Kozak,nst,tysonkozak
Ukko-Pekka Luukkonen,yh,ukkopekkaluukkonen
Ukko-Pekka Luukkonen,hr,ukkopekkaluukkonen
Ukko-Pekka Luukkonen,nst,ukkopekkaluukkonen
Urho Vaakanainen,nst,urhovaakanainen
Urho Vaakanainen,hr,urhovaakanainen
Uvis Balinskis,hr,uvisbalinskis
Uvis Balinskis,nst,uvisbalinskis
Valeri Nichushkin,yh,valerinichushkin
Valeri Nichushkin,hr,valerinichushkin
Valeri Nichushkin,nst,valerinichushkin
Valtteri Puustinen,hr,valtteripuustinen
Valtteri Puustinen,nst,valtteripuustinen
Vasiliy Ponomarev,hr,vasiliyponomarev
Vasily Podkolzin,nst,vasilypodkolzin
Vasily Podkolzin,hr,vasilypodkolzin
Vasily Podkolzin,yh,vasilypodkolzin
Vasily Ponomarev,nst,vasilyponomarev
Victor Hedman,nst,victorhedman
Victor Hedman,yh,victorhedman
Victor Hedman,hr,victorhedman
Victor Mancini,nst,victormancini
Victor Mancini,hr,victormancini
Victor Olofsson,hr,victorolofsson
Victor Olofsson,yh,victorolofsson
Victor Olofsson,nst,victorolofsson
Viktor Arvidsson,yh,viktorarvidsson
Viktor Arvidsson,hr,viktorarvidsson
Viktor Arvidsson,nst,viktorarvidsson
Ville Heinola,nst,villeheinola
Ville Heinola,hr,villeheinola
Ville Husso,hr,villehusso
Ville Husso,yh,villehusso
Ville Husso,nst,villehusso
Ville Koivunen,hr,villekoivunen
Ville Koivunen,nst,villekoivunen
Vince Dunn,hr,vincedunn
Vince Dunn,nst,vincedunn
Vince Dunn,yh,vincedunn
Vincent Desharnais,hr,vincentdesharnais
Vincent Desharnais,nst,vincentdesharnais
Vincent Trocheck,hr,vincenttrocheck
Vincent Trocheck,yh,vincenttrocheck
Vincent Trocheck,nst,vincenttrocheck
Vinnie Hinostroza,hr,vinniehinostroza
Vinnie Hinostroza,nst,vinniehinostroza
Vinni Lettieri,hr,vinnilettieri
Vinni Lettieri,nst,vinnilettieri
Vitek Vanecek,nst,vitekvanecek
Vítek Vaněček,hr,vitekvanecek
Vitek Vanecek,yh,vitekvanecek
Vittorio Mancini,nst,vittoriomancini
Vittorio Mancini,hr,vittoriomancini
Vladimir Tarasenko,nst,vladimirtarasenko
Vladimir Tarasenko,hr,vladimirtarasenko
Vladimir Tarasenko,yh,vladimirtarasenko
Vladislav Gavrikov,nst,vladislavgavrikov
Vladislav Gavrikov,hr,vladislavgavrikov
Vladislav Gavrikov,yh,vladislavgavrikov
Vladislav Kolyachonok,nst,vladislavkolyachonok
Vladislav Kolyachonok,hr,vladislavkolyachonok
Vladislav Namestnikov,nst,vladislavnamestnikov
Vladislav Namestnikov,yh,vladislavnamestnikov
Vladislav Namestnikov,hr,vladislavnamestnikov
Walker Duehr,nst,walkerduehr
Walker Duehr,hr,walkerduehr
Warren Foegele,yh,warrenfoegele
Warren Foegele,nst,warrenfoegele
Warren Foegele,hr,warrenfoegele
Will Borgen,nst,willborgen
Will Borgen,yh,willborgen
Will Cuylle,yh,willcuylle
Will Cuylle,nst,willcuylle
William Borgen,hr,williamborgen
William Carrier,yh,williamcarrier
William Carrier,hr,williamcarrier
William Carrier,nst,williamcarrier
William Cuylle,hr,williamcuylle
William Eklund,hr,williameklund
William Eklund,nst,williameklund
William Eklund,yh,williameklund
William Karlsson,hr,williamkarlsson
William Karlsson,yh,williamkarlsson
William Karlsson,nst,williamkarlsson
William Lagesson,hr,williamlagesson
William Lagesson,nst,williamlagesson
William Nylander,hr,williamnylander
William Nylander,yh,williamnylander
William Nylander,nst,williamnylander
William Smith,hr,williamsmith
Will Smith,hr,willsmith
Will Smith,nst,willsmith
Will Smith,yh,willsmith
Wyatt Johnston,nst,wyattjohnston
Wyatt Johnston,yh,wyattjohnston
Wyatt Johnston,hr,wyattjohnston
Wyatt Kaiser,nst,wyattkaiser
Wyatt Kaiser,hr,wyattkaiser
Yakov Trenin,nst,yakovtrenin
Yakov Trenin,hr,yakovtrenin
Yakov Trenin,yh,yakovtrenin
Yaniv Perets,nst,yanivperets
Yaniv Perets,hr,yanivperets
Yanni Gourde,nst,yannigourde
Yanni Gourde,yh,yannigourde
Yanni Gourde,hr,yannigourde
Yaroslav Askarov,yh,yaroslavaskarov
Yaroslav Askarov,nst,yaroslavaskarov
Yaroslav Askarov,hr,yaroslavaskarov
Yegor Chinakhov,hr,yegorchinakhov
Yegor Chinakhov,yh,yegorchinakhov
Yegor Chinakhov,nst,yegorchinakhov
Yegor Sharangovich,nst,yegorsharangovich
Yegor Sharangovich,yh,yegorsharangovich
Yegor Sharangovich,hr,yegorsharangovich
Yegor Zamula,hr,yegorzamula
Zachary Bolduc,hr,zacharybolduc
Zachary Jones,hr,zacharyjones
Zachary L'Heureux,yh,zacharylheureux
Zachary L'Heureux,nst,zacharylheureux
Zachary L'Heureux,hr,zacharylheureux
Zach Aston-Reese,hr,zachastonreese
Zach Aston-Reese,nst,zachastonreese
Zach Benson,nst,zachbenson
Zach Benson,yh,zachbenson
Zach Benson,hr,zachbenson
Zach Bogosian,nst,zachbogosian
Zach Bogosian,hr,zachbogosian
Zach Hyman,nst,zachhyman
Zach Hyman,hr,zachhyman
Zach Hyman,yh,zachhyman
Zach Werenski,yh,zachwerenski
Zach Werenski,hr,zachwerenski
Zach Werenski,nst,zachwerenski
Zach Whitecloud,hr,zachwhitecloud
Zach Whitecloud,nst,zachwhitecloud
Zach Whitecloud,yh,zachwhitecloud
Zac Jones,nst,zacjones
Zack Bolduc,nst,zackbolduc
Zack Bolduc,yh,zackbolduc
Zack MacEwen,hr,zackmacewen
Zack MacEwen,nst,zackmacewen
Zack Ostapchuk,hr,zackostapchuk
Zack Ostapchuk,nst,zackostapchuk
Zemgus Girgensons,nst,zemgusgirgensons
Zemgus Girgensons,hr,zemgusgirgensons
